source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[treatment]	characteristics[enrichment process]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[culture medium]	characteristics[genetic modification]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[isolation window width]	factor value[sampling time]	factor value[treatment]
phospho_mock_12h_rep1	Homo sapiens	lung	not available	1	not pooled	lung adenocarcinoma	cell line	12 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_17	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	uninfected
phospho_mock_12h_rep2	Homo sapiens	lung	not available	2	not pooled	lung adenocarcinoma	cell line	12 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_18	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	uninfected
phospho_mock_12h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	12 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_19	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	uninfected
phospho_mock_12h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	12 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_20	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	uninfected
phospho_SARS-CoV_12h_rep1	Homo sapiens	lung	not available	1	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_21	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus
phospho_SARS-CoV_12h_rep2	Homo sapiens	lung	not available	2	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_22	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus
phospho_SARS-CoV_12h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_23	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus
phospho_SARS-CoV_12h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_24	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus
phospho_SARS-CoV-2_12h_rep1	Homo sapiens	lung	not available	1	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus 2	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_25	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus 2
phospho_SARS-CoV-2_12h_rep2	Homo sapiens	lung	not available	2	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus 2	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_26	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus 2
phospho_SARS-CoV-2_12h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus 2	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_27	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus 2
phospho_SARS-CoV-2_12h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus 2	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_28	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	12 hour	SARS Coronavirus 2
phospho_mock_24h_rep1	Homo sapiens	lung	not available	1	not pooled	lung adenocarcinoma	cell line	24 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_29	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	24 hour	uninfected
phospho_mock_24h_rep2	Homo sapiens	lung	not available	2	not pooled	lung adenocarcinoma	cell line	24 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_30	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	24 hour	uninfected
phospho_mock_24h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	24 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_31	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	24 hour	uninfected
phospho_mock_24h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	24 hour	uninfected	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_32	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	24 hour	uninfected
phospho_SARS-CoV_24h_rep1	Homo sapiens	lung	not available	1	not pooled	lung adenocarcinoma	cell line	24 hour	SARS Coronavirus	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_33	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	24 hour	SARS Coronavirus
phospho_SARS-CoV_24h_rep2	Homo sapiens	lung	not available	2	not pooled	lung adenocarcinoma	cell line	24 hour	SARS Coronavirus	enrichment of phosphorylated protein	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_34	proteomic profiling by mass spectrometry	1	20200928_EXPL0_OzKa_SA_Covid_Phospho_DIA_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1400m/z	not available	24 hour	SARS Coronavirus
