source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[bait]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[elution conditions]	factor value[bait]	factor value[genotype]
P018_A09_SH3GL1	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SH3GL1	SH3GL1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0477_CZBMPI_P018A09_SH3GL1_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0477_CZBMPI_P018A09_SH3GL1_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SH3GL1	SH3GL1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_A10_SNX2	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX2	SNX2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0478_CZBMPI_P018A10_SNX2_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0478_CZBMPI_P018A10_SNX2_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX2	SNX2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_A11_SNX12	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX12	SNX12 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0479_CZBMPI_P018A11_SNX12_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0479_CZBMPI_P018A11_SNX12_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX12	SNX12 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_A12_POLR2E	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	POLR2E	POLR2E endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0480_CZBMPI_P018A12_POLR2E_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0480_CZBMPI_P018A12_POLR2E_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	POLR2E	POLR2E endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B01_SH3GLB1	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SH3GLB1	SH3GLB1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0386_CZBMPI_P018B01_SH3GLB1_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0386_CZBMPI_P018B01_SH3GLB1_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SH3GLB1	SH3GLB1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B02_SNX3	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX3	SNX3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0394_CZBMPI_P018B02_SNX3_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0394_CZBMPI_P018B02_SNX3_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX3	SNX3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B03_SNX15	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX15	SNX15 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0402_CZBMPI_P018B03_SNX15_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0402_CZBMPI_P018B03_SNX15_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX15	SNX15 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B04_POLR2F	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	POLR2F	POLR2F endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0410_CZBMPI_P018B04_POLR2F_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0410_CZBMPI_P018B04_POLR2F_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	POLR2F	POLR2F endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B05_SH3GLB1	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SH3GLB1	SH3GLB1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0423_CZBMPI_P018B05_SH3GLB1_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0423_CZBMPI_P018B05_SH3GLB1_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SH3GLB1	SH3GLB1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B06_SNX3	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX3	SNX3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0431_CZBMPI_P018B06_SNX3_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0431_CZBMPI_P018B06_SNX3_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX3	SNX3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B07_SNX15	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX15	SNX15 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0439_CZBMPI_P018B07_SNX15_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0439_CZBMPI_P018B07_SNX15_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX15	SNX15 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B08_POLR2F	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	POLR2F	POLR2F endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0447_CZBMPI_P018B08_POLR2F_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0447_CZBMPI_P018B08_POLR2F_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	POLR2F	POLR2F endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B09_SH3GLB1	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SH3GLB1	SH3GLB1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0473_CZBMPI_P018B09_SH3GLB1_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0473_CZBMPI_P018B09_SH3GLB1_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SH3GLB1	SH3GLB1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B10_SNX3	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX3	SNX3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0474_CZBMPI_P018B10_SNX3_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0474_CZBMPI_P018B10_SNX3_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX3	SNX3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B11_SNX15	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX15	SNX15 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0475_CZBMPI_P018B11_SNX15_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0475_CZBMPI_P018B11_SNX15_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX15	SNX15 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_B12_POLR2F	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	POLR2F	POLR2F endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0476_CZBMPI_P018B12_POLR2F_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0476_CZBMPI_P018B12_POLR2F_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	POLR2F	POLR2F endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_C01_SH3GLB2	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SH3GLB2	SH3GLB2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0387_CZBMPI_P018C01_SH3GLB2_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0387_CZBMPI_P018C01_SH3GLB2_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SH3GLB2	SH3GLB2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P018_C02_SNX4	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SNX4	SNX4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0395_CZBMPI_P018C02_SNX4_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0395_CZBMPI_P018C02_SNX4_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P018	Evosep One, 60 samples per day method (21 min gradient)	SNX4	SNX4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
