source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[cell line authentication]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[individual]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[enrichment process]	characteristics[treatment]	characteristics[sampling time]	characteristics[tissue mass]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms min rt]	comment[ms max rt]	comment[elution conditions]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[sample preparation for assay]	comment[acquisition date]	comment[data file]	comment[associated data file]	comment[associated file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]	factor value[tissue mass]	factor value[instrument]	factor value[elution conditions]	factor value[sample preparation for assay]
U87_titration-60min_400ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_400_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T14:29:13	20171027_QEHF_SeHu_EP-20171017_Opt_400_2.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_400ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-20T08:31:24	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_3.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_400ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_400_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-28T03:07:48	20171027_QEHF_SeHu_EP-20171017_Opt_400_3.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_400ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-20T22:25:20	20171018_QEHFX1_SeHu_EP-20171017_Opt_400_4.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_400ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	400 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_400_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-28T15:50:00	20171027_QEHF_SeHu_EP-20171017_Opt_400_4.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	400 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_gradient-15m_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	1	20180303_QEHFX1_SeHu_EP_Gradient_15m_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	25	15 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T04:42:29	20180303_QEHFX1_SeHu_EP_Gradient_15m_1.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	15 minute LC gradient	not available
U87_gradient-15m_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	2	20180303_QEHFX1_SeHu_EP_Gradient_15m_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	25	15 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T11:46:16	20180303_QEHFX1_SeHu_EP_Gradient_15m_2.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	15 minute LC gradient	not available
U87_gradient-15m_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	3	20180303_QEHFX1_SeHu_EP_Gradient_15m_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	25	15 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T18:53:48	20180303_QEHFX1_SeHu_EP_Gradient_15m_3.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	15 minute LC gradient	not available
U87_gradient-30m_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	1	20180303_QEHFX1_SeHu_EP_Gradient_30m_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	40	30 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T03:31:55	20180303_QEHFX1_SeHu_EP_Gradient_30m_1.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	30 minute LC gradient	not available
U87_gradient-30m_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	2	20180303_QEHFX1_SeHu_EP_Gradient_30m_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	40	30 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T10:34:33	20180303_QEHFX1_SeHu_EP_Gradient_30m_2.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	30 minute LC gradient	not available
U87_gradient-30m_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	3	20180303_QEHFX1_SeHu_EP_Gradient_30m_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	40	30 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T17:41:29	20180303_QEHFX1_SeHu_EP_Gradient_30m_3.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	30 minute LC gradient	not available
U87_gradient-60m_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	1	20180303_QEHFX1_SeHu_EP_Gradient_60m_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T01:51:16	20180303_QEHFX1_SeHu_EP_Gradient_60m_1.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	not available
U87_gradient-60m_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	2	20180303_QEHFX1_SeHu_EP_Gradient_60m_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T08:53:02	20180303_QEHFX1_SeHu_EP_Gradient_60m_2.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	not available
U87_gradient-60m_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	3	20180303_QEHFX1_SeHu_EP_Gradient_60m_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T15:59:14	20180303_QEHFX1_SeHu_EP_Gradient_60m_3.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	not available
U87_gradient-90m_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	1	20180303_QEHFX1_SeHu_EP_Gradient_90m_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	100	90 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-03T23:41:05	20180303_QEHFX1_SeHu_EP_Gradient_90m_1.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	90 minute LC gradient	not available
U87_gradient-90m_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	2	20180303_QEHFX1_SeHu_EP_Gradient_90m_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	100	90 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T06:41:33	20180303_QEHFX1_SeHu_EP_Gradient_90m_2.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	90 minute LC gradient	not available
U87_gradient-90m_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	not available	not applicable	not available	not available	3	20180303_QEHFX1_SeHu_EP_Gradient_90m_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	100	90 minute LC gradient	not available	not available	not applicable	1	1	not available	not available	2018-03-04T13:47:03	20180303_QEHFX1_SeHu_EP_Gradient_90m_3.raw	Gradientcompare_QEHFX_Fig3b_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Gradientcompare_QEHFX_Fig3b_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not available	NT=Q Exactive HF-X;AC=MS:1002877	90 minute LC gradient	not available
