source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[sampling time]	characteristics[material type]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[sampling time]	factor value[organism part]	factor value[enrichment process]
soluble_5w_wt_co_rep2	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	2	20140127_EXQ6_FaHo_SA_62_5w_nt_co_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-28T14:55:53	20140127_EXQ6_FaHo_SA_62_5w_nt_co_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebral cortex	not applicable
soluble_5w_wt_co_rep3	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	3	20140127_EXQ6_FaHo_SA_74_5w_nt_co_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-29T09:44:54	20140127_EXQ6_FaHo_SA_74_5w_nt_co_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebral cortex	not applicable
soluble_5w_wt_co_rep4	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	4	20140130_EXQ6_FaHo_SA_86_5w_nt_co_whole_r4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-30T19:27:37	20140130_EXQ6_FaHo_SA_86_5w_nt_co_whole_r4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebral cortex	not applicable
soluble_5w_wt_hc_rep1	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	1	20140127_EXQ6_FaHo_SA_51_5w_nt_hc_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-28T00:49:42	20140127_EXQ6_FaHo_SA_51_5w_nt_hc_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	not applicable
soluble_5w_wt_hc_rep2	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	2	20140127_EXQ6_FaHo_SA_63_5w_nt_hc_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-28T19:37:53	20140127_EXQ6_FaHo_SA_63_5w_nt_hc_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	not applicable
soluble_5w_wt_hc_rep3	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	3	20140127_EXQ6_FaHo_SA_75_5w_nt_hc_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-29T14:27:08	20140127_EXQ6_FaHo_SA_75_5w_nt_hc_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	not applicable
soluble_5w_wt_hc_rep4	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	4	20140130_EXQ6_FaHo_SA_87_5w_nt_hc_whole_r4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-30T09:17:06	20140130_EXQ6_FaHo_SA_87_5w_nt_hc_whole_r4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	not applicable
soluble_5w_wt_st_rep1	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	1	20140127_EXQ6_FaHo_SA_52_5w_nt_st_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-28T05:31:27	20140127_EXQ6_FaHo_SA_52_5w_nt_st_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	not applicable
soluble_5w_wt_st_rep2	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	2	20140127_EXQ6_FaHo_SA_64_5w_nt_st_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-29T00:20:03	20140127_EXQ6_FaHo_SA_64_5w_nt_st_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	not applicable
soluble_5w_wt_st_rep3	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	3	20140127_EXQ6_FaHo_SA_76_5w_nt_st_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-29T19:09:38	20140127_EXQ6_FaHo_SA_76_5w_nt_st_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	not applicable
soluble_5w_wt_st_rep4	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	not applicable	4	20140130_EXQ6_FaHo_SA_88_5w_nt_st_whole_r4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-01-31T00:09:54	20140130_EXQ6_FaHo_SA_88_5w_nt_st_whole_r4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	not applicable
soluble_8w_tg_ce_rep1	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	1	20140214_EXQ6_FaHo_SA_289_8w_tg_ce_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-14T21:27:53	20140214_EXQ6_FaHo_SA_289_8w_tg_ce_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebellum	not applicable
soluble_8w_tg_ce_rep2	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	2	20140214_EXQ6_FaHo_SA_301_8w_tg_ce_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-15T16:04:47	20140214_EXQ6_FaHo_SA_301_8w_tg_ce_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebellum	not applicable
soluble_8w_tg_ce_rep3	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	3	20140214_EXQ6_FaHo_SA_313_8w_tg_ce_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-16T10:42:11	20140214_EXQ6_FaHo_SA_313_8w_tg_ce_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebellum	not applicable
soluble_8w_tg_co_rep1	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	1	20140214_EXQ6_FaHo_SA_290_8w_tg_co_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-15T02:07:06	20140214_EXQ6_FaHo_SA_290_8w_tg_co_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebral cortex	not applicable
soluble_8w_tg_co_rep2	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	2	20140214_EXQ6_FaHo_SA_302_8w_tg_co_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-15T20:44:11	20140214_EXQ6_FaHo_SA_302_8w_tg_co_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebral cortex	not applicable
soluble_8w_tg_co_rep3	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	3	20140214_EXQ6_FaHo_SA_314_8w_tg_co_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-16T15:21:37	20140214_EXQ6_FaHo_SA_314_8w_tg_co_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebral cortex	not applicable
soluble_8w_tg_hc_rep1	Mus musculus	hippocampal formation	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	1	20140214_EXQ6_FaHo_SA_291_8w_tg_hc_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-15T06:46:14	20140214_EXQ6_FaHo_SA_291_8w_tg_hc_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	hippocampal formation	not applicable
soluble_8w_tg_hc_rep2	Mus musculus	hippocampal formation	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	2	20140214_EXQ6_FaHo_SA_303_8w_tg_hc_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-16T01:23:30	20140214_EXQ6_FaHo_SA_303_8w_tg_hc_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	hippocampal formation	not applicable
soluble_8w_tg_hc_rep3	Mus musculus	hippocampal formation	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	3	20140214_EXQ6_FaHo_SA_315_8w_tg_hc_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-16T20:01:13	20140214_EXQ6_FaHo_SA_315_8w_tg_hc_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	hippocampal formation	not applicable
soluble_8w_tg_st_rep1	Mus musculus	striatum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	1	20140214_EXQ6_FaHo_SA_291_8w_tg_st_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-15T11:25:33	20140214_EXQ6_FaHo_SA_291_8w_tg_st_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	striatum	not applicable
soluble_8w_tg_st_rep2	Mus musculus	striatum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	not applicable	2	20140214_EXQ6_FaHo_SA_304_8w_tg_st_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-16T06:02:52	20140214_EXQ6_FaHo_SA_304_8w_tg_st_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	striatum	not applicable
