source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[material type]	characteristics[treatment]	characteristics[treatment]	characteristics[sampling time]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[acquisition date]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[treatment]	factor value[sampling time]
PCP_control2_FR14	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr14_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr14_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR15	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr15_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr15_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR16	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr16_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr16_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR17	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr17_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr17_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR18	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr18_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr18_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR19	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr19_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr19_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR20	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr20_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr20_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR21	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr21_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-02	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr21_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control2_FR22	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr22_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20152910_QEp7	2015-11-03	not applicable	1	1	20152910_QEp7_NaKr_SA_liver_control2_gradient_fr22_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR01	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr01_150909232110	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-09	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr01_150909232110.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR02	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-08	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR03	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-06	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR04	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr04	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-05	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR05	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr05	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-04	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR06	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr06	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-03	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR07	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr07	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-01	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR08	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr08	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-09-01	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR09	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr09	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-08-31	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR10	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr10	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-08-29	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR11	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr11	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-08-28	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
PCP_control3_FR12	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	not applicable	2	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr12	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20150807_QEp7	2015-08-27	not applicable	1	1	20150807_QEp7_NaKr_SA_liver_control3_gradient_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
